ID,POSITION,HEIGHT,WEIGHT,CAREER_STAGE,AGE,SPONSORSHIP_EARNINGS,SHOE_SPONSOR
1819,forward,184,213,mid-career,32,12,no
1820,forward,184,213,mid-career,32,12,no
1821,forward,198,223,veteran,29,362,yes
1822,guard,178,193,rookie,21,1078,no
1823,forward,192,218,veteran,29,561,yes
1824,forward,191,218,rookie,19,1855,no
1825,forward,192,219,rookie,22,1359,no
1826,guard,185,197,mid-career,29,178,yes
1827,guard,192,200,mid-career,32,427,yes
1828,center,195,235,mid-career,28,481,no
1829,forward,197,221,rookie,22,1312,no
1830,guard,192,200,mid-career,32,427,yes
1831,center,206,246,mid-career,29,314,no
1832,guard,158,184,veteran,29,162,yes
1833,center,201,244,mid-career,25,1111,yes
1834,center,196,235,veteran,32,47,no
1835,guard,172,183,rookie,24,1383,yes
1836,center,206,246,mid-career,29,314,no
1837,center,218,251,mid-career,35,60,no
1838,guard,189,199,mid-career,27,385,yes
1839,forward,191,218,rookie,19,1855,no
1840,center,218,251,mid-career,35,60,no
1841,forward,202,220,mid-career,31,542,no
1842,guard,189,199,mid-career,27,385,yes
1843,guard,189,199,mid-career,27,385,yes
1844,guard,182,199,rookie,21,1678,yes
1845,guard,158,184,veteran,29,162,yes
1846,forward,192,218,veteran,29,561,yes
1847,guard,185,200,mid-career,31,213,yes
1848,center,207,247,veteran,27,1065,no
1849,center,206,246,mid-career,29,314,no
1850,guard,182,199,rookie,21,1678,yes
1851,forward,205,232,rookie,24,1416,no
1852,guard,185,200,mid-career,31,213,yes
1853,forward,195,221,veteran,25,694,no
1854,forward,197,221,rookie,22,1312,no
1855,forward,197,221,rookie,22,1312,no
1856,guard,190,207,mid-career,27,648,yes
1857,forward,198,223,veteran,29,362,yes
1858,guard,185,207,rookie,23,1497,yes
1859,guard,185,207,rookie,23,1497,yes
1860,center,195,235,mid-career,28,481,no
1861,center,201,244,mid-career,25,1111,yes
1862,guard,166,188,rookie,21,1536,yes
1863,center,218,251,mid-career,35,60,no
1864,guard,185,207,rookie,23,1497,yes
1865,center,195,235,mid-career,28,481,no
1866,forward,198,223,veteran,29,362,yes
1867,guard,185,207,rookie,23,1497,yes
1868,center,196,235,veteran,32,47,no
1869,center,196,235,veteran,32,47,no
1870,guard,158,184,veteran,29,162,yes
1871,center,207,247,veteran,27,1065,no
1872,guard,158,184,veteran,29,162,yes
1873,forward,205,232,rookie,24,1416,no
1874,guard,185,200,mid-career,31,213,yes
1875,forward,190,215,rookie,22,1179,no
1876,guard,158,184,veteran,29,162,yes
1877,guard,185,197,mid-career,29,178,yes
1878,guard,185,207,rookie,23,1497,yes
1879,center,201,244,mid-career,25,1111,yes
1880,forward,215,232,mid-career,30,434,no
1881,guard,178,193,rookie,21,1078,no
1882,center,195,235,mid-career,28,481,no
1883,guard,182,199,rookie,21,1678,yes
1884,forward,202,220,mid-career,31,542,no
1885,guard,158,184,veteran,29,162,yes
1886,forward,190,215,rookie,22,1179,no
1887,forward,198,223,veteran,29,362,yes
1888,forward,184,213,mid-career,32,12,no
1889,forward,215,232,mid-career,30,434,no
1890,guard,166,188,rookie,21,1536,yes
1891,guard,182,199,rookie,21,1678,yes
1892,guard,185,200,mid-career,31,213,yes
1893,guard,190,207,mid-career,27,648,yes
1894,guard,185,200,mid-career,31,213,yes
1895,guard,185,207,rookie,23,1497,yes
1896,guard,185,197,mid-career,29,178,yes
1897,center,196,235,veteran,32,47,no
1898,forward,191,218,rookie,19,1855,no
1899,guard,189,199,mid-career,27,385,yes
1900,guard,172,183,rookie,24,1383,yes
1901,forward,191,218,rookie,19,1855,no
1902,guard,185,197,mid-career,29,178,yes
1903,forward,205,232,rookie,24,1416,no
1904,forward,215,232,mid-career,30,434,no
1905,forward,195,221,veteran,25,694,no
1906,guard,158,184,veteran,29,162,yes
1907,forward,190,215,rookie,22,1179,no
1908,forward,191,218,rookie,19,1855,no
1909,forward,202,220,mid-career,31,542,no
1910,forward,184,213,mid-career,32,12,no
1911,forward,191,218,rookie,19,1855,no
1912,forward,195,221,veteran,25,694,no
1913,guard,169,183,rookie,24,1034,yes
1914,guard,185,197,mid-career,29,178,yes
1915,forward,202,220,mid-career,31,542,no
1916,forward,195,221,veteran,25,694,no
1917,guard,189,199,mid-career,27,385,yes
1918,center,195,235,mid-career,28,481,no
1919,forward,215,232,mid-career,30,434,no
1920,guard,182,199,rookie,21,1678,yes
1921,guard,190,207,mid-career,27,648,yes
1922,center,196,235,veteran,32,47,no
1923,forward,190,215,rookie,22,1179,no
1924,center,207,247,veteran,27,1065,no
1925,guard,190,207,mid-career,27,648,yes
1926,center,201,244,mid-career,25,1111,yes
1927,guard,192,200,mid-career,32,427,yes
1928,forward,195,221,veteran,25,694,no
1929,forward,197,221,rookie,22,1312,no
1930,guard,190,207,mid-career,27,648,yes
1931,center,196,235,veteran,32,47,no
1932,forward,205,232,rookie,24,1416,no
1933,forward,195,221,veteran,25,694,no
1934,guard,158,184,veteran,29,162,yes
1935,guard,169,183,rookie,24,1034,yes
1936,guard,178,193,rookie,21,1078,no
1937,forward,197,221,,22,1312,no
1938,guard,185,207,rookie,23,1497,yes
1939,forward,198,221,rookie,22,1409,no
1940,guard,172,183,rookie,24,1383,yes
1941,center,218,251,mid-career,35,60,no
1942,forward,197,221,rookie,22,1312,no
1943,forward,198,223,veteran,29,362,yes
1944,center,206,246,mid-career,29,314,no
1945,guard,182,199,rookie,21,1678,yes
1946,forward,191,218,rookie,19,1855,no
1947,forward,190,215,,22,1179,no
1948,forward,190,215,rookie,22,1179,no
1949,guard,185,207,rookie,23,1497,yes
1950,forward,195,221,veteran,25,694,no
1951,guard,185,197,mid-career,29,178,yes
1952,guard,178,193,rookie,21,1078,no
1953,guard,158,184,veteran,29,162,yes
1954,forward,192,219,rookie,22,1359,no
1955,center,207,247,veteran,27,1065,no
1956,forward,184,213,mid-career,32,12,no
1957,guard,185,200,mid-career,31,213,yes
1958,guard,172,183,rookie,24,1383,yes
1959,guard,190,207,mid-career,27,648,yes
1960,forward,192,218,veteran,29,561,yes
1961,forward,215,232,mid-career,30,434,no
1962,guard,172,183,rookie,24,1383,yes
1963,forward,205,232,rookie,24,1416,no
1964,guard,185,207,rookie,23,1497,yes
1965,center,201,244,mid-career,25,1111,yes
1966,center,218,251,mid-career,35,60,no
1967,forward,190,215,rookie,22,1179,no
1968,forward,197,221,rookie,22,1312,no
1969,forward,205,232,rookie,24,1416,no
1970,center,218,251,mid-career,35,60,no
1971,center,201,244,mid-career,25,1111,yes
1972,center,196,235,veteran,32,47,no
1973,forward,190,215,rookie,22,1179,no
1974,guard,172,183,rookie,24,1383,yes
1975,guard,172,183,rookie,24,1383,yes
1976,guard,190,207,mid-career,27,648,yes
1977,forward,197,221,rookie,22,1312,no
1978,center,196,235,veteran,32,47,no
1979,forward,195,221,veteran,25,694,no
1980,guard,169,183,rookie,24,1034,yes
1981,guard,192,200,mid-career,32,427,yes
1982,center,207,247,veteran,27,1065,no
1983,center,201,244,mid-career,25,1111,yes
1984,guard,158,184,veteran,29,162,yes
1985,center,207,247,veteran,27,1065,no
1986,center,201,244,mid-career,25,1111,yes
1987,forward,202,220,mid-career,31,542,no
1988,guard,185,207,rookie,23,1497,yes
1989,guard,185,200,mid-career,31,213,yes
1990,forward,215,232,mid-career,30,434,no
1991,guard,178,193,rookie,21,1078,no
1992,guard,185,207,rookie,23,1497,yes
1993,guard,185,197,mid-career,29,178,yes
1994,guard,185,200,mid-career,31,213,yes
1995,forward,205,232,rookie,24,1416,no
1996,center,201,244,mid-career,25,1111,yes
1997,guard,185,200,mid-career,31,213,yes
1998,forward,195,221,veteran,25,694,no
1999,guard,192,200,mid-career,32,427,yes
2000,forward,198,223,veteran,29,362,yes
2001,forward,192,218,veteran,29,561,yes
2002,center,201,244,mid-career,25,1111,yes
2003,guard,158,184,veteran,29,162,yes
2004,forward,197,221,rookie,22,1312,no
2005,guard,172,183,rookie,24,1383,yes
2006,guard,169,183,rookie,24,1034,yes
2007,guard,178,193,rookie,21,1078,no
2008,center,201,244,mid-career,25,1111,yes
2009,guard,190,207,mid-career,27,648,yes
2010,forward,192,219,rookie,22,1359,no
2011,guard,190,207,mid-career,27,648,yes
2012,center,201,244,mid-career,25,1111,yes
2013,forward,198,223,veteran,29,362,yes
2014,guard,185,200,mid-career,31,213,yes
2015,forward,215,232,mid-career,30,434,no
2016,forward,192,218,veteran,29,561,yes
2017,forward,202,220,mid-career,31,542,no
2018,guard,169,183,rookie,24,1034,yes
2019,guard,185,197,mid-career,29,178,yes
2020,guard,189,199,mid-career,27,385,yes
2021,guard,185,197,mid-career,29,178,yes
2022,guard,158,184,veteran,29,162,yes
2023,guard,185,200,mid-career,31,213,yes
2024,guard,178,193,rookie,21,1078,no
2025,forward,192,219,rookie,22,1359,no
2026,guard,185,207,rookie,23,1497,yes
2027,center,196,235,veteran,32,47,no
2028,forward,191,218,rookie,19,1855,no
2029,forward,198,223,veteran,29,362,yes
2030,center,207,247,veteran,27,1065,no
2031,forward,198,223,veteran,29,362,yes
2032,center,206,246,mid-career,29,314,no
2033,forward,198,221,rookie,22,1409,no
2034,guard,166,188,rookie,21,1536,yes
2035,forward,195,221,veteran,25,694,no
2036,guard,178,193,rookie,21,1078,no
2037,guard,169,183,rookie,24,1034,yes
2038,guard,178,193,rookie,21,1078,no
2039,center,206,246,mid-career,29,314,no
2040,center,201,244,mid-career,25,1111,yes
2041,guard,172,183,rookie,24,1383,yes
2042,center,218,251,mid-career,35,60,no
2043,guard,185,200,mid-career,31,213,yes
2044,forward,195,221,veteran,25,694,no
2045,guard,192,200,mid-career,32,427,yes
2046,forward,192,219,rookie,22,1359,no
2047,center,196,235,veteran,32,47,no
2048,guard,182,199,rookie,21,1678,yes
2049,guard,192,200,mid-career,32,427,yes
2050,center,207,247,veteran,27,1065,no
2051,forward,184,213,mid-career,32,12,no
2052,forward,202,220,mid-career,31,542,no
2053,center,195,235,mid-career,28,481,no
2054,guard,172,183,rookie,24,1383,yes
2055,guard,169,183,rookie,24,1034,yes
2056,forward,205,232,rookie,24,1416,no
2057,center,206,246,mid-career,29,314,no
2058,center,218,251,mid-career,35,60,no
2059,guard,185,200,mid-career,31,213,yes
2060,forward,191,218,rookie,19,1855,no
2061,guard,189,199,mid-career,27,385,yes
2062,guard,158,184,veteran,29,162,yes
2063,forward,191,218,rookie,19,1855,no
2064,forward,197,221,rookie,22,1312,no
2065,guard,178,193,rookie,21,1078,no
2066,guard,166,188,rookie,21,1536,yes
2067,forward,198,223,veteran,29,362,yes
2068,,198,223,veteran,29,362,yes
2069,forward,184,213,mid-career,32,12,no
2070,guard,185,197,mid-career,29,178,yes
2071,forward,190,215,rookie,22,1179,no
2072,guard,158,184,veteran,29,162,yes
2073,guard,189,199,mid-career,27,385,yes
2074,forward,197,221,rookie,22,1312,no
2075,guard,192,200,mid-career,32,427,yes
2076,forward,191,218,rookie,19,1855,no
2077,guard,158,184,veteran,29,162,yes
2078,center,207,247,veteran,27,1065,no
2079,center,196,235,veteran,32,47,no
2080,forward,205,232,rookie,24,1416,no
2081,forward,197,221,rookie,22,1312,no
2082,guard,190,207,mid-career,27,648,yes
2083,guard,190,207,mid-career,27,648,yes
2084,center,201,244,mid-career,25,1111,yes
2085,guard,158,184,veteran,29,162,yes
2086,guard,178,193,rookie,21,1078,no
2087,forward,197,221,rookie,22,1312,no
2088,forward,197,221,rookie,22,1312,no
2089,guard,166,188,rookie,21,1536,yes
2090,guard,172,183,rookie,24,1383,yes
2091,guard,178,193,rookie,21,1078,no
2092,center,207,247,veteran,27,1065,no
2093,guard,185,197,mid-career,29,178,yes
2094,guard,185,200,mid-career,31,213,yes
2095,guard,189,199,mid-career,27,385,yes
2096,forward,192,219,rookie,22,1359,no
2097,guard,169,183,rookie,24,1034,yes
2098,forward,198,223,veteran,29,362,yes
2099,center,218,251,mid-career,35,60,no
2100,center,206,246,mid-career,29,314,no
2101,guard,189,199,mid-career,27,385,yes
2102,guard,178,193,rookie,21,1078,no
2103,forward,197,221,rookie,22,1312,no
2104,center,196,235,veteran,32,47,no
2105,forward,198,221,rookie,22,1409,no
2106,center,207,247,veteran,27,1065,no
2107,guard,189,199,mid-career,27,385,yes
2108,forward,197,221,rookie,22,1312,no
2109,guard,185,200,mid-career,31,213,yes
2110,center,218,251,mid-career,35,60,no
2111,guard,185,207,rookie,23,1497,yes
2112,forward,205,232,rookie,24,1416,no
2113,guard,189,199,mid-career,27,385,yes
2114,guard,185,197,mid-career,29,178,yes
2115,guard,182,199,rookie,21,1678,yes
2116,guard,185,200,mid-career,31,213,yes
2117,forward,198,223,veteran,29,362,yes
2118,center,206,246,mid-career,29,314,no
2119,center,196,235,veteran,32,47,no
2120,center,218,251,mid-career,35,60,no
2121,guard,178,193,rookie,21,1078,no
2122,forward,198,221,rookie,22,1409,no
2123,guard,185,197,mid-career,29,178,yes
2124,guard,166,188,rookie,21,1536,yes
2125,guard,182,199,rookie,21,1678,yes
2126,center,196,235,veteran,32,47,no
2127,forward,198,223,veteran,29,362,yes
2128,forward,215,232,mid-career,30,434,no
2129,forward,191,218,rookie,19,1855,no
2130,guard,190,207,mid-career,27,648,yes
2131,guard,166,188,rookie,21,1536,yes
2132,forward,198,223,veteran,29,362,yes
2133,forward,198,221,rookie,22,1409,no
2134,forward,215,232,mid-career,30,434,no
2135,guard,172,183,rookie,24,1383,yes
2136,forward,198,221,rookie,22,1409,no
2137,forward,198,223,veteran,29,362,yes
2138,guard,172,183,rookie,24,1383,yes
2139,guard,158,184,veteran,29,162,yes
2140,guard,190,207,mid-career,27,648,yes
2141,guard,182,199,rookie,21,1678,yes
2142,guard,172,183,rookie,24,1383,yes
2143,center,201,244,mid-career,25,1111,yes
2144,center,207,247,veteran,27,1065,no
2145,center,195,235,mid-career,28,481,no
2146,forward,191,218,rookie,19,1855,no
2147,forward,197,221,rookie,22,1312,no
2148,guard,178,193,rookie,21,1078,no
2149,guard,182,199,rookie,21,1678,yes
2150,center,218,251,mid-career,35,60,no
2151,guard,182,199,rookie,21,1678,yes
2152,center,196,235,veteran,32,47,no
2153,guard,172,183,rookie,24,1383,yes
2154,guard,172,183,rookie,24,1383,yes
2155,forward,192,218,veteran,29,561,yes
2156,guard,166,188,rookie,21,1536,yes
2157,guard,178,193,rookie,21,1078,no
2158,center,195,235,mid-career,28,481,no
2159,forward,215,232,mid-career,30,434,no
2160,guard,182,199,rookie,21,1678,yes
2161,forward,198,221,rookie,22,1409,no
2162,forward,192,218,veteran,29,561,yes
2163,center,196,235,veteran,32,47,no
2164,center,196,235,veteran,32,47,no
2165,forward,215,232,mid-career,30,434,no
2166,guard,189,199,mid-career,27,385,yes
2167,guard,172,183,rookie,24,1383,yes
2168,center,206,246,mid-career,29,314,no
2169,guard,172,183,rookie,24,1383,yes
2170,guard,185,200,mid-career,31,213,yes
2171,forward,202,220,mid-career,31,542,no
2172,forward,205,232,rookie,24,1416,no
2173,forward,192,219,rookie,22,1359,no
2174,center,196,235,veteran,32,47,no
2175,guard,166,188,rookie,21,1536,yes
2176,forward,198,221,rookie,22,1409,no
2177,forward,195,221,veteran,25,694,no
2178,forward,198,223,veteran,29,362,yes
2179,center,206,246,mid-career,29,314,no
2180,guard,172,183,rookie,24,1383,yes
2181,forward,191,218,rookie,19,1855,no
2182,guard,185,200,mid-career,31,213,yes
2183,center,195,235,mid-career,28,481,no
2184,forward,190,215,rookie,22,1179,no
2185,forward,205,232,rookie,24,1416,no
2186,forward,205,232,rookie,24,1416,no
2187,center,206,246,mid-career,29,314,no
2188,forward,202,220,mid-career,31,542,no
2189,center,201,244,mid-career,25,1111,yes
2190,forward,195,221,veteran,25,694,no
2191,guard,190,207,mid-career,27,648,yes
2192,forward,192,219,rookie,22,1359,no
2193,center,218,251,mid-career,35,60,no
2194,guard,169,183,rookie,24,1034,yes
2195,guard,172,183,rookie,24,1383,yes
2196,center,207,247,veteran,27,1065,no
2197,guard,185,207,rookie,23,1497,yes
2198,forward,195,221,veteran,25,694,no
2199,center,218,251,mid-career,35,60,no
2200,guard,172,183,rookie,24,1383,yes
2201,guard,169,183,rookie,24,1034,yes
2202,center,196,235,veteran,32,47,no
2203,guard,158,184,veteran,29,162,yes
2204,guard,189,199,mid-career,27,385,yes
2205,guard,158,184,veteran,29,162,yes
2206,guard,182,199,rookie,21,1678,yes
2207,center,218,251,mid-career,35,60,no
2208,forward,198,221,rookie,22,1409,no
2209,guard,178,193,rookie,21,1078,no
2210,guard,172,183,rookie,24,1383,yes
2211,forward,197,221,rookie,22,1312,no
2212,forward,215,232,mid-career,30,434,no
2213,guard,166,188,rookie,21,1536,yes
2214,center,195,235,mid-career,28,481,no
2215,center,201,244,mid-career,25,1111,yes
2216,forward,195,221,veteran,25,694,no
2217,forward,205,232,rookie,24,1416,no
2218,guard,189,199,mid-career,27,385,yes
2219,center,218,251,mid-career,35,60,no
2220,forward,198,221,rookie,22,1409,no
2221,forward,198,221,rookie,22,1409,no
2222,guard,185,197,mid-career,29,178,yes
2223,center,201,244,mid-career,25,1111,yes
2224,forward,198,223,veteran,29,362,yes
2225,center,207,247,veteran,27,1065,no
2226,forward,184,213,mid-career,32,12,no
2227,forward,192,219,rookie,22,1359,no
2228,guard,192,200,mid-career,32,427,yes
2229,forward,192,219,rookie,22,1359,no
2230,guard,190,207,mid-career,27,648,yes
2231,forward,192,219,rookie,22,1359,no
2232,center,196,235,veteran,32,47,no
2233,guard,158,184,veteran,29,162,yes
2234,guard,185,207,rookie,23,1497,yes
2235,forward,184,213,mid-career,32,12,no
2236,guard,158,184,veteran,29,162,yes
2237,forward,205,232,rookie,24,1416,no
2238,forward,184,213,mid-career,32,12,no
2239,forward,192,218,veteran,29,561,yes
2240,forward,184,213,mid-career,32,12,no
2241,forward,191,218,rookie,19,1855,no
2242,guard,178,193,rookie,21,1078,no
2243,center,196,235,veteran,32,47,no
2244,guard,190,207,mid-career,27,648,yes
2245,guard,190,207,mid-career,27,648,yes
2246,guard,169,183,rookie,24,1034,yes
2247,guard,185,197,mid-career,29,178,yes
2248,center,207,247,veteran,27,1065,no
2249,guard,185,207,rookie,23,1497,yes
2250,forward,192,219,rookie,22,1359,no
2251,center,196,235,veteran,32,47,no
2252,forward,197,221,rookie,22,1312,no
2253,guard,192,200,mid-career,32,427,yes
2254,center,207,247,veteran,27,1065,no
2255,guard,185,207,rookie,23,1497,yes
2256,forward,195,221,veteran,25,694,no
2257,center,207,247,veteran,27,1065,no
2258,center,206,246,mid-career,29,314,no
2259,forward,192,218,veteran,29,561,yes
2260,guard,166,188,rookie,21,1536,yes
2261,guard,185,197,mid-career,29,178,yes
2262,guard,185,197,mid-career,29,178,yes
2263,center,195,235,mid-career,28,481,no
2264,center,206,246,mid-career,29,314,no
2265,forward,191,218,rookie,19,1855,no
2266,forward,190,215,rookie,22,1179,no
2267,forward,191,218,rookie,19,1855,no
2268,center,218,251,mid-career,35,60,no
2269,guard,169,183,rookie,24,1034,yes
2270,center,218,251,mid-career,35,60,no
